Mod:Item:MetaData, Localized Name
Thaumcraft:ItemBaubleBlanks:1, Mundane Ring
Thaumcraft:ItemBaubleBlanks:2, Mundane Belt
Thaumcraft:ItemAmuletRunic:0, Amulet of Runic Shielding
Thaumcraft:ItemAmuletRunic:1, Amulet of Emergency Shielding
Thaumcraft:ItemRingRunic:0, Ring of Protection
Thaumcraft:ItemRingRunic:1, Ring of Runic Shielding
Thaumcraft:ItemRingRunic:2, Charged Ring of Shielding
Thaumcraft:ItemRingRunic:3, Revitalizing Ring of Shielding
Thaumcraft:ItemGirdleRunic:0, Girdle of Runic Shielding
Thaumcraft:ItemGirdleRunic:1, Kinetic Girdle of Shielding
Thaumcraft:ItemAmuletVis:0, Vis Stone
Thaumcraft:ItemAmuletVis:1, Amulet of Vis Storage
Thaumcraft:ItemGirdleHover:0, Thaumostatic Girdle
Thaumcraft:ItemZombieBrain, Zombie Brain
Thaumcraft:ItemBathSalts, Purifying Bath Salts
Thaumcraft:ItemCrystalEssence:0, Crystallized Essence
Thaumcraft:ItemBucketDeath, Bucket of Liquid Death
Thaumcraft:ItemBucketPure, Bucket of Purifying Fluid
Thaumcraft:ItemHelmetFortress, Thaumium Fortress Helm
Thaumcraft:ItemChestplateFortress, Thaumium Fortress Cuirass
Thaumcraft:ItemLeggingsFortress, Thaumium Fortress Thigh Guards
Thaumcraft:ItemEldritchObject:0, Eldritch Eye
Thaumcraft:ItemEldritchObject:1, Crimson Rites
Thaumcraft:ItemEldritchObject:2, Runed Tablet
Thaumcraft:ItemEldritchObject:3, Primordial Pearl
Thaumcraft:ItemEldritchObject:4, Eldritch Obelisk Placer
Thaumcraft:ItemHelmetVoid, Void Helm
Thaumcraft:ItemChestplateVoid, Void Chestplate
Thaumcraft:ItemLeggingsVoid, Void Leggings
Thaumcraft:ItemBootsVoid, Void Boots
Thaumcraft:ItemShovelVoid, Void Shovel
Thaumcraft:ItemPickVoid, Void Pickaxe
Thaumcraft:ItemAxeVoid, Void Axe
Thaumcraft:ItemSwordVoid, Void Sword
Thaumcraft:ItemHoeVoid, Void Hoe
Thaumcraft:ItemHelmetVoidFortress, Void Thaumaturge Hood
Thaumcraft:ItemChestplateVoidFortress, Void Thaumaturge Robe
Thaumcraft:ItemLeggingsVoidFortress, Void Thaumaturge Leggings
Thaumcraft:ItemSanitySoap, Sanitizing Soap
Thaumcraft:ItemSanityChecker, Sanity Checker
Thaumcraft:ItemBottleTaint, Bottled Taint
Thaumcraft:ItemHelmetCultistRobe, Crimson Cult Hood
Thaumcraft:ItemChestplateCultistRobe, Crimson Cult Robe
Thaumcraft:ItemLeggingsCultistRobe, Crimson Cult Leggings
Thaumcraft:ItemBootsCultist, Crimson Cult Boots
Thaumcraft:ItemHelmetCultistPlate, Crimson Cult Helm
Thaumcraft:ItemChestplateCultistPlate, Crimson Cult Chestplate
Thaumcraft:ItemLeggingsCultistPlate, Crimson Cult Greaves
Thaumcraft:ItemHelmetCultistLeaderPlate, Crimson Praetor Helm
Thaumcraft:ItemChestplateCultistLeaderPlate, Crimson Praetor Chestplate
Thaumcraft:ItemLeggingsCultistLeaderPlate, Crimson Praetor Greaves
Thaumcraft:ItemSwordCrimson, Crimson Blade
Thaumcraft:ItemLootBag:0, Common Treasure
Thaumcraft:ItemLootBag:1, Uncommon Treasure
Thaumcraft:ItemLootBag:2, Rare Treasure
Thaumcraft:ItemCompassStone:0, Sinister Lodestone
Thaumcraft:ItemPrimalCrusher, Primal Crusher
thaumicenergistics:part.base:0, Essentia Import Bus
thaumicenergistics:part.base:1, Essentia Level Emitter
thaumicenergistics:part.base:2, Essentia Storage Bus
thaumicenergistics:part.base:3, Essentia Export Bus
thaumicenergistics:part.base:4, Essentia Terminal
thaumicenergistics:part.base:5, Arcane Crafting Terminal
thaumicenergistics:part.base:6, Vis Relay Interface
thaumicenergistics:part.base:7, Essentia Storage Monitor
thaumicenergistics:part.base:8, Essentia Conversion Monitor
thaumicenergistics:storage.essentia:0, 1k ME Essentia Storage Cell
thaumicenergistics:storage.essentia:1, 4k ME Essentia Storage Cell
thaumicenergistics:storage.essentia:2, 16k ME Essentia Storage Cell
thaumicenergistics:storage.essentia:3, 64k ME Essentia Storage Cell
thaumicenergistics:storage.essentia:4, Creative Essentia Storage Cell
thaumicenergistics:storage.component:0, 1k ME Essentia Storage Component
thaumicenergistics:storage.component:1, 4k ME Essentia Storage Component
thaumicenergistics:storage.component:2, 16k ME Essentia Storage Component
thaumicenergistics:storage.component:3, 64k ME Essentia Storage Component
thaumicenergistics:storage.casing, ME Essentia Storage Housing
thaumicenergistics:material:0, Diffusion Core
thaumicenergistics:material:1, Coalescence Core
thaumicenergistics:material:2, Iron Gear
thaumicenergistics:wireless.essentia.terminal, Wireless Essentia Terminal
thaumicenergistics:knowledge.core, Knowledge Core
thaumicenergistics:focus.aewrench, Wand Focus: AE Wrench - Wrench Mode Disabled
thaumicenergistics:golem.wifi.backpack, Wireless Golem Backpack
TwilightForest:item.nagaScale, Naga Scale
TwilightForest:item.plateNaga, Naga Scale Tunic
TwilightForest:item.legsNaga, Naga Scale Leggings
TwilightForest:item.scepterTwilight, Scepter of Twilight
TwilightForest:item.scepterLifeDrain, Scepter of Life Draining
TwilightForest:item.scepterZombie, Zombie Scepter
TwilightForest:item.oreMeter, Ore Meter [WIP]
TwilightForest:item.magicMap:0, Magic Map #0
TwilightForest:item.mazeMap:0, Maze Map #0
TwilightForest:item.oreMap:0, Maze/Ore Map #0
TwilightForest:item.tfFeather, Raven's Feather
TwilightForest:item.magicMapFocus, Magic Map Focus
TwilightForest:item.mazeMapFocus, Maze Map Focus
TwilightForest:item.liveRoot, Liveroot
TwilightForest:item.ironwoodRaw, Raw Ironwood Materials
TwilightForest:item.ironwoodIngot, Ironwood Ingot
TwilightForest:item.ironwoodHelm, Ironwood Helm
TwilightForest:item.ironwoodPlate, Ironwood Plate
TwilightForest:item.ironwoodLegs, Ironwood Legs
TwilightForest:item.ironwoodBoots, Ironwood Boots
TwilightForest:item.ironwoodSword, Ironwood Sword
TwilightForest:item.ironwoodShovel, Ironwood Shovel
TwilightForest:item.ironwoodPick, Ironwood Pick
TwilightForest:item.ironwoodAxe, Ironwood Axe
TwilightForest:item.ironwoodHoe, Ironwood Hoe
TwilightForest:item.torchberries, Torchberries
TwilightForest:item.venisonRaw, Raw Venison
TwilightForest:item.venisonCooked, Venison Steak
TwilightForest:item.hydraChop, Hydra Chop
TwilightForest:item.fieryBlood, Fiery Blood
TwilightForest:item.trophy:0, Hydra Trophy
TwilightForest:item.trophy:1, Naga Trophy
TwilightForest:item.trophy:2, Lich Trophy
TwilightForest:item.trophy:3, Ur-ghast Trophy
TwilightForest:item.trophy:4, Snow Queen Trophy
TwilightForest:item.fieryIngot, Fiery Ingot
TwilightForest:item.fieryHelm, Fiery Helm
TwilightForest:item.fieryPlate, Fiery Plate
TwilightForest:item.fieryLegs, Fiery Legs
TwilightForest:item.fieryBoots, Fiery Boots
TwilightForest:item.fierySword, Fiery Sword
TwilightForest:item.fieryPick, Fiery Pick
TwilightForest:item.steeleafIngot, Steeleaf
TwilightForest:item.steeleafHelm, Steeleaf Helm
TwilightForest:item.steeleafPlate, Steeleaf Plate
TwilightForest:item.steeleafLegs, Steeleaf Legs
TwilightForest:item.steeleafBoots, Steeleaf Boots
TwilightForest:item.steeleafSword, Steeleaf Sword
TwilightForest:item.steeleafShovel, Steeleaf Shovel
TwilightForest:item.steeleafPick, Steeleaf Pick
TwilightForest:item.steeleafAxe, Steeleaf Axe
TwilightForest:item.steeleafHoe, Steeleaf Hoe
TwilightForest:item.minotaurAxe, Minotaur Axe
TwilightForest:item.mazebreakerPick, Mazebreaker
TwilightForest:item.transformPowder, Transformation Powder
TwilightForest:item.meefRaw, Raw Meef
TwilightForest:item.meefSteak, Meef Steak
TwilightForest:item.meefStroganoff, Meef Stroganoff
TwilightForest:item.mazeWafer, Maze Wafer
TwilightForest:item.emptyMagicMap, Blank Magic Map
TwilightForest:item.emptyMazeMap, Blank Maze Map
TwilightForest:item.emptyOreMap, Blank Maze/Ore Map
TwilightForest:item.oreMagnet, Ore Magnet
TwilightForest:item.crumbleHorn, Crumble Horn
TwilightForest:item.peacockFan, Peacock Feather Fan
TwilightForest:item.moonwormQueen, Moonworm Queen
TwilightForest:item.charmOfLife1, Charm of Life I
TwilightForest:item.charmOfLife2, Charm of Life II
TwilightForest:item.charmOfKeeping1, Charm of Keeping I
TwilightForest:item.charmOfKeeping2, Charm of Keeping II
TwilightForest:item.charmOfKeeping3, Charm of Keeping III
TwilightForest:item.towerKey, Tower Key
TwilightForest:item.borerEssence, Borer Essence
TwilightForest:item.carminite, Carminite
TwilightForest:item.experiment115, Experiment 115
TwilightForest:item.armorShards, Armor Shard
TwilightForest:item.knightMetal, Knightmetal Ingot
TwilightForest:item.shardCluster, Armor Shard Cluster
TwilightForest:item.knightlyHelm, Knightly Helm
TwilightForest:item.knightlyPlate, Knightly Plate
TwilightForest:item.knightlyLegs, Knightly Greaves
TwilightForest:item.knightlyBoots, Knightly Boots
TwilightForest:item.knightlySword, Knightly Sword
TwilightForest:item.knightlyPick, Knightly Pick
TwilightForest:item.knightlyAxe, Knightly Axe
TwilightForest:item.phantomHelm, Phantom Helm
TwilightForest:item.phantomPlate, Phantom Plate
TwilightForest:item.lampOfCinders, Lamp of Cinders
TwilightForest:item.fieryTears, Fiery Tears
TwilightForest:item.alphaFur, Alpha Yeti Fur
TwilightForest:item.yetiHelm, Yeti Horned Helm
TwilightForest:item.yetiPlate, Yeti Jacket
TwilightForest:item.yetiLegs, Yeti Leggings
TwilightForest:item.yetiBoots, Yeti Boots
TwilightForest:item.iceBomb, Ice Bomb
TwilightForest:item.arcticFur, Arctic Fur
TwilightForest:item.arcticHelm, Arctic Hood
TwilightForest:item.arcticPlate, Arctic Jacket
TwilightForest:item.arcticLegs, Arctic Leggings
TwilightForest:item.arcticBoots, Arctic Boots
TwilightForest:item.magicBeans, Magic Beans
TwilightForest:item.giantPick, Giant's Pickaxe
TwilightForest:item.giantSword, Giant's Sword
TwilightForest:item.tripleBow, Tri-bow
TwilightForest:item.seekerBow, Seeker Bow
TwilightForest:item.iceBow, Ice Bow
TwilightForest:item.enderBow, Ender Bow
TwilightForest:item.iceSword, Ice Sword
TwilightForest:item.glassSword, Glass Sword
TwilightForest:item.knightmetalRing, Knightmetal Loop
TwilightForest:item.chainBlock, Block and Chain
TwilightForest:item.cubeTalisman, Talisman of the Cube
TwilightForest:item.cubeOfAnnihilation, Cube of Annihilation
chisel:upgrade:0, Speed Upgrade
chisel:upgrade:1, Automation Upgrade
chisel:upgrade:2, Stack Upgrade
chisel:upgrade:3, Reversion Upgrade
chisel:ballomoss, Ball O' Moss
chisel:chisel, item.null.name
chisel:diamondChisel, item.null.name
chisel:obsidianChisel, item.null.name
chisel:cloudinabottle, Cloud In A Bottle
chisel:smashingrock, Smashing Rock
CarpentersBlocks:itemCarpentersHammer, Carpenter's Hammer
CarpentersBlocks:itemCarpentersChisel, Carpenter's Chisel
CarpentersBlocks:itemCarpentersTile, Carpenter's Tile
CarpentersBlocks:itemCarpentersDoor, Carpenter's Door
CarpentersBlocks:itemCarpentersBed, Carpenter's Bed
ComputerCraft:disk:0, Floppy Disk
ComputerCraft:diskExpanded:0, Floppy Disk
ComputerCraft:diskExpanded:0, Floppy Disk
ComputerCraft:diskExpanded:0, Floppy Disk
ComputerCraft:diskExpanded:0, Floppy Disk
ComputerCraft:diskExpanded:0, Floppy Disk
ComputerCraft:diskExpanded:0, Floppy Disk
ComputerCraft:diskExpanded:0, Floppy Disk
ComputerCraft:diskExpanded:0, Floppy Disk
ComputerCraft:diskExpanded:0, Floppy Disk
ComputerCraft:diskExpanded:0, Floppy Disk
ComputerCraft:diskExpanded:0, Floppy Disk
ComputerCraft:diskExpanded:0, Floppy Disk
ComputerCraft:diskExpanded:0, Floppy Disk
ComputerCraft:diskExpanded:0, Floppy Disk
ComputerCraft:diskExpanded:0, Floppy Disk
ComputerCraft:printout:0, Printed Page
ComputerCraft:printout:1, Printed Pages
ComputerCraft:printout:2, Printed Book
ComputerCraft:pocketComputer:0, Pocket Computer
ComputerCraft:pocketComputer:0, Wireless Pocket Computer
ComputerCraft:pocketComputer:1, Advanced Pocket Computer
ComputerCraft:pocketComputer:1, Advanced Wireless Pocket Computer
CCLights2:CCLRAM:0, Random Access Memory
CCLights2:CCLRAM:1, Random Access Memory
CCLights2:CCLRAM:2, Random Access Memory
CCLights2:CCLRAM:3, Random Access Memory
CCLights2:CCLRAM:4, Random Access Memory
CCLights2:CCLRAM:5, Random Access Memory
CCLights2:CCLRAM:6, Random Access Memory
CCLights2:CCLRAM:7, Random Access Memory
CCLights2:CCLTab, Tablet
CCTweaks:debugger, Debug Wand
CCTweaks:multipart:0, Wireless Bridge
CCTweaks:toolHost:0, Tool Host
CCTweaks:toolHost:1, Tool Manipulator
CCTweaks:dataCard, Data Card
CCTweaks:computerUpgrade, Computer Upgrade
PeripheralsPlusPlus:feederUpgrade, Feeder Upgrade
PeripheralsPlusPlus:tank, Fluid Tank
PeripheralsPlusPlus:smartHelmet, Smart Helmet
PeripheralsPlusPlus:nanoSwarm, Nano Bot Swarm
PeripheralsPlusPlus:chunkLoaderUpgrade, Chunk Loader
PeripheralsPlusPlus:permCard, Permissions Card
PeripheralsPlusPlus:resupplyUpgrade, Resupply Upgrade
PeripheralsPlusPlus:motionDetector, Motion Detector
ExtraUtilities:glove, Glove
ExtraUtilities:heatingElement, Heating Coil
ExtraUtilities:mini-soul:0, Soul fragment
ExtraUtilities:mini-soul:3, Soul fragment
ExtraUtilities:paintbrush:0, Paintbrush
ExtraUtilities:nodeUpgrade:0, Speed Upgrade
ExtraUtilities:nodeUpgrade:1, Item Filter
ExtraUtilities:nodeUpgrade:2, World Interaction Upgrade
ExtraUtilities:nodeUpgrade:3, Stack Upgrade
ExtraUtilities:nodeUpgrade:4, Creative Upgrade
ExtraUtilities:nodeUpgrade:5, Ender Transmitter
ExtraUtilities:nodeUpgrade:6, Ender Receiver
ExtraUtilities:nodeUpgrade:7, Depth-First Search Upgrade
ExtraUtilities:nodeUpgrade:8, Breadth-First Search Upgrade
ExtraUtilities:nodeUpgrade:9, Pseudo Round Robin Upgrade
ExtraUtilities:nodeUpgrade:10, Advanced Item Filter
ExtraUtilities:lawSword, Kikoku
ExtraUtilities:golden_lasso:0, Golden Lasso
ExtraUtilities:divisionSigil, Division Sigil
ExtraUtilities:unstableingot:0, Unstable Ingot
ExtraUtilities:unstableingot:1, Semi-stable Nugget
ExtraUtilities:unstableingot:2, Mobius "Unstable/Stable" Ingot
ExtraUtilities:builderswand, Builder's Wand
ExtraUtilities:shears, Precision Shears
ExtraUtilities:creativebuilderswand, Super Builder's Wand
ExtraUtilities:ethericsword, Etheric Sword
ExtraUtilities:sonar_goggles, Sonar Goggles
ExtraUtilities:watering_can, Watering Can
ExtraUtilities:scanner, Portable Scanner
ExtraUtilities:golden_bag, Golden Bag of Holding
ExtraUtilities:bedrockiumIngot, Bedrockium Ingot
CompactMachines:psd, Personal Shrinking Device
CompactMachines:shrinker, Atom Shrinking Module
CompactMachines:enlarger, Atom Enlarging Module
CompactMachines:interfaceitem, World Resizing Interface
CompactMachines:quantumentangler, Quantum Entangler
IC2:itemHarz, ic2.itemHarz.name
IC2:itemRubber, ic2.itemRubber.name
IC2:itemFluidCell, ic2.itemFluidCell.name
IC2:itemupgradekit:0, ic2.itemMFSUupgradekit
IC2:itemRecipePart:0, ic2.itemPartCoil
IC2:itemRecipePart:1, ic2.itemPartEleMotor
IC2:itemRecipePart:2, ic2.itempowerunit
IC2:itemRecipePart:3, ic2.itempowerunitsmall
IC2:itemRecipePart:4, ic2.itemrawcrystalmemory
IC2:itemRecipePart:5, ic2.itemheatconductor
IC2:itemRecipePart:6, ic2.itemcopperboiler
IC2:itemRecipePart:7, ic2.itemwoodrotorblade
IC2:itemRecipePart:8, ic2.itemironrotorblade
IC2:itemRecipePart:9, ic2.itemcarbonrotorblade
IC2:itemRecipePart:10, ic2.itemsteelrotorblade
IC2:itemRecipePart:11, ic2.itemironshaft
IC2:itemRecipePart:12, ic2.itemsteelshaft
IC2:itemCasing:0, ic2.itemCasingCopper
IC2:itemCasing:1, ic2.itemCasingTin
IC2:itemCasing:2, ic2.itemCasingBronze
IC2:itemCasing:3, ic2.itemCasingGold
IC2:itemCasing:4, ic2.itemCasingIron
IC2:itemCasing:5, ic2.itemCasingAdvIron
IC2:itemCasing:6, ic2.itemCasingLead
IC2:itemCrushedOre:0, ic2.itemCrushedIronOre
IC2:itemCrushedOre:1, ic2.itemCrushedCopperOre
IC2:itemCrushedOre:2, ic2.itemCrushedGoldOre
IC2:itemCrushedOre:3, ic2.itemCrushedTinOre
IC2:itemCrushedOre:4, ic2.itemCrushedUranOre
IC2:itemCrushedOre:5, ic2.itemCrushedSilverOre
IC2:itemCrushedOre:6, ic2.itemCrushedLeadOre
IC2:itemPurifiedCrushedOre:0, ic2.itemPurifiedCrushedIronOre
IC2:itemPurifiedCrushedOre:1, ic2.itemPurifiedCrushedCopperOre
IC2:itemPurifiedCrushedOre:2, ic2.itemPurifiedCrushedGoldOre
IC2:itemPurifiedCrushedOre:3, ic2.itemPurifiedCrushedTinOre
IC2:itemPurifiedCrushedOre:4, ic2.itemPurifiedCrushedUranOre
IC2:itemPurifiedCrushedOre:5, ic2.itemPurifiedCrushedSilverOre
IC2:itemPurifiedCrushedOre:6, ic2.itemPurifiedCrushedLeadOre
IC2:itemPlates:0, ic2.itemPlateCopper
IC2:itemPlates:1, ic2.itemPlateTin
IC2:itemPlates:2, ic2.itemPlateBronze
IC2:itemPlates:3, ic2.itemPlateGold
IC2:itemPlates:4, ic2.itemPlateIron
IC2:itemPlates:5, ic2.itemPlateAdvIron
IC2:itemPlates:6, ic2.itemPlateLead
IC2:itemPlates:7, ic2.itemPlateObsidian
IC2:itemPlates:8, ic2.itemPlateLapi
IC2:itemDensePlates:0, ic2.itemDensePlateCopper
IC2:itemDensePlates:1, ic2.itemDensePlateTin
IC2:itemDensePlates:2, ic2.itemDensePlateBronze
IC2:itemDensePlates:3, ic2.itemDensePlateGold
IC2:itemDensePlates:4, ic2.itemDensePlateIron
IC2:itemDensePlates:5, ic2.itemDensePlateAdvIron
IC2:itemDensePlates:6, ic2.itemDensePlateLead
IC2:itemDensePlates:7, ic2.itemDensePlateObsidian
IC2:itemDensePlates:8, ic2.itemDensePlateLapi
IC2:itemTurningBlanks:349525, ic2.itemTurningBlanksIRON
IC2:itemTurningBlanksWood:209715, ic2.itemTurningBlanksWOOD
IC2:itemDustSmall:0, ic2.itemDustIronSmall
IC2:itemDustSmall:1, ic2.itemDustCopperSmall
IC2:itemDustSmall:2, ic2.itemDustGoldSmall
IC2:itemDustSmall:3, ic2.itemDustTinSmall
IC2:itemDustSmall:4, ic2.itemDustSilverSmall
IC2:itemDustSmall:5, ic2.itemDustLeadSmall
IC2:itemDustSmall:6, ic2.itemDustSulfurSmall
IC2:itemDustSmall:7, ic2.itemDustLithiumSmall
IC2:itemDustSmall:8, ic2.itemDustBronzeSmall
IC2:itemDustSmall:9, ic2.itemDustLapiSmall
IC2:itemDustSmall:10, ic2.itemDustObsidianSmall
IC2:itemDust:0, ic2.itemDustBronze
IC2:itemDust:1, ic2.itemDustClay
IC2:itemDust:2, ic2.itemDustCoal
IC2:itemDust:3, ic2.itemDustCopper
IC2:itemDust:4, ic2.itemDustGold
IC2:itemDust:5, ic2.itemDustIron
IC2:itemDust:6, ic2.itemDustSilver
IC2:itemDust:7, ic2.itemDustTin
IC2:itemDust:8, ic2.itemFuelCoalDust
IC2:itemDust:9, ic2.itemDustStone
IC2:itemDust:10, ic2.itemDustLead
IC2:itemDust:11, ic2.itemDustObsidian
IC2:itemDust:12, ic2.itemDustLapi
IC2:itemDust:13, ic2.itemDustSulfur
IC2:itemDust:14, ic2.itemDustLithium
IC2:itemDust2:0, ic2.itemDustsilicondioxide
IC2:itemDust2:1, ic2.itemDustdiamond
IC2:itemDust2:2, ic2.itemDustenergium
IC2:itemDust2:3, ic2.itemAshes
IC2:itemIngot:0, ic2.itemIngotCopper
IC2:itemIngot:1, ic2.itemIngotTin
IC2:itemIngot:2, ic2.itemIngotBronze
IC2:itemIngot:3, ic2.itemIngotAdvIron
IC2:itemIngot:4, ic2.itemIngotAlloy
IC2:itemIngot:5, ic2.itemIngotLead
IC2:itemIngot:6, ic2.itemIngotSilver
IC2:reactorLithiumCell, ic2.reactorLithiumCell.name
IC2:itemTritiumCell, ic2.itemTritiumCell.name
IC2:itemUran, ic2.itemUran.name
IC2:itemMOX, ic2.itemMOX.name
IC2:itemPlutonium, ic2.itemPlutonium.name
IC2:itemPlutoniumSmall, ic2.itemPlutoniumSmall.name
IC2:itemUran235, ic2.itemUran235.name
IC2:itemUran235small, ic2.itemUran235small.name
IC2:itemUran238, ic2.itemUran238.name
IC2:itemFuelRod, ic2.itemFuelRod.name
IC2:itemRTGPellet, ic2.itemRTGPellet.name
IC2:itemPartCircuit, ic2.itemPartCircuit.name
IC2:itemPartCircuitAdv, ic2.itemPartCircuitAdv.name
IC2:itemPartAlloy, ic2.itemPartAlloy.name
IC2:itemPartCarbonFibre, ic2.itemPartCarbonFibre.name
IC2:itemPartCarbonMesh, ic2.itemPartCarbonMesh.name
IC2:itemPartCarbonPlate, ic2.itemPartCarbonPlate.name
IC2:itemOreIridium, ic2.itemOreIridium.name
IC2:itemPartIridium, ic2.itemPartIridium.name
IC2:itemShardIridium, ic2.itemShardIridium.name
IC2:itemTreetap, ic2.itemTreetap.name
IC2:itemToolBronzePickaxe, ic2.itemToolBronzePickaxe.name
IC2:itemToolBronzeAxe, ic2.itemToolBronzeAxe.name
IC2:itemToolBronzeSword, ic2.itemToolBronzeSword.name
IC2:itemToolBronzeSpade, ic2.itemToolBronzeSpade.name
IC2:itemToolBronzeHoe, ic2.itemToolBronzeHoe.name
IC2:itemToolWrench, ic2.itemToolWrench.name
IC2:itemToolCutter, ic2.itemToolCutter.name
IC2:itemFoamSprayer, ic2.itemFoamSprayer.name
IC2:itemToolbox, ic2.itemToolbox.name
IC2:itemContainmentbox, ic2.itemContainmentbox.name
IC2:itemToolForgeHammer, ic2.itemToolForgeHammer.name
IC2:itemLathingTool, ic2.itemLathingTool.name
IC2:itemcrystalmemory, ic2.itemcrystalmemory.name
IC2:itemToolDrill, ic2.itemToolDrill.name
IC2:itemToolDDrill, ic2.itemToolDDrill.name
IC2:itemToolIridiumDrill, ic2.itemToolIridiumDrill.name
IC2:itemToolChainsaw, ic2.itemToolChainsaw.name
IC2:itemToolWrenchElectric, ic2.itemToolWrenchElectric.name
IC2:itemTreetapElectric, ic2.itemTreetapElectric.name
IC2:itemToolMiningLaser, ic2.itemToolMiningLaser.name
IC2:itemToolMEter, ic2.itemToolMEter.name
IC2:itemScanner, ic2.itemScanner.name
IC2:itemScannerAdv, ic2.itemScannerAdv.name
IC2:obscurator, ic2.obscurator.name
IC2:itemFreq, ic2.itemFreq.name
IC2:itemNanoSaber, ic2.itemNanoSaber.name
IC2:plasmaLauncher, ic2.plasmaLauncher.name
IC2:windmeter, ic2.windmeter.name
IC2:itemArmorHazmatHelmet, ic2.itemArmorHazmatHelmet.name
IC2:itemArmorHazmatChestplate, ic2.itemArmorHazmatChestplate.name
IC2:itemArmorHazmatLeggings, ic2.itemArmorHazmatLeggings.name
IC2:itemArmorRubBoots, ic2.itemArmorRubBoots.name
IC2:itemArmorBronzeHelmet, ic2.itemArmorBronzeHelmet.name
IC2:itemArmorBronzeChestplate, ic2.itemArmorBronzeChestplate.name
IC2:itemArmorBronzeLegs, ic2.itemArmorBronzeLegs.name
IC2:itemArmorBronzeBoots, ic2.itemArmorBronzeBoots.name
IC2:itemArmorAlloyChestplate, ic2.itemArmorAlloyChestplate.name
IC2:itemArmorNanoHelmet, ic2.itemArmorNanoHelmet.name
IC2:itemArmorNanoChestplate, ic2.itemArmorNanoChestplate.name
IC2:itemArmorNanoLegs, ic2.itemArmorNanoLegs.name
IC2:itemArmorNanoBoots, ic2.itemArmorNanoBoots.name
IC2:itemArmorQuantumHelmet, ic2.itemArmorQuantumHelmet.name
IC2:itemArmorQuantumChestplate, ic2.itemArmorQuantumChestplate.name
IC2:itemArmorQuantumLegs, ic2.itemArmorQuantumLegs.name
IC2:itemArmorQuantumBoots, ic2.itemArmorQuantumBoots.name
IC2:itemArmorJetpack, ic2.itemArmorJetpack.name
IC2:itemArmorJetpackElectric, ic2.itemArmorJetpackElectric.name
IC2:itemArmorBatpack, ic2.itemArmorBatpack.name
IC2:itemArmorAdvBatpack, ic2.itemArmorAdvBatpack.name
IC2:itemArmorEnergypack, ic2.itemArmorEnergypack.name
IC2:itemArmorCFPack, ic2.itemArmorCFPack.name
IC2:itemSolarHelmet, ic2.itemSolarHelmet.name
IC2:itemStaticBoots, ic2.itemStaticBoots.name
IC2:itemNightvisionGoggles, ic2.itemNightvisionGoggles.name
IC2:itemBatREDischarged, ic2.itemBatREDischarged.name
IC2:itemBatRE, ic2.itemBatRE.name
IC2:itemAdvBat, ic2.itemAdvBat.name
IC2:itemBatCrystal, ic2.itemBatCrystal.name
IC2:itemBatLamaCrystal, ic2.itemBatLamaCrystal.name
IC2:itemBatSU, ic2.itemBatSU.name
IC2:itemBatChargeRE, ic2.itemBatChargeRE.name
IC2:itemBatChargeAdv, ic2.itemBatChargeAdv.name
IC2:itemBatChargeCrystal, ic2.itemBatChargeCrystal.name
IC2:itemBatChargeLamaCrystal, ic2.itemBatChargeLamaCrystal.name
IC2:itemCable:0, ic2.itemCable
IC2:itemCable:1, ic2.itemCableO
IC2:itemCable:2, ic2.itemGoldCable
IC2:itemCable:3, ic2.itemGoldCableI
IC2:itemCable:5, ic2.itemIronCable
IC2:itemCable:6, ic2.itemIronCableI
IC2:itemCable:9, ic2.itemGlassCable
IC2:itemCable:10, ic2.itemTinCable
IC2:itemCable:11, ic2.itemDetectorCable
IC2:itemCable:12, ic2.itemSplitterCable
IC2:itemCable:13, ic2.itemTinCableI
IC2:itemCellEmpty:0, ic2.itemCellEmpty
IC2:itemCellEmpty:1, ic2.itemCellWater
IC2:itemCellEmpty:2, ic2.itemCellLava
IC2:itemCellEmpty:3, ic2.itemCellUuMatter
IC2:itemCellEmpty:4, ic2.itemCellCF
IC2:itemCellEmpty:5, ic2.itemCellAir
IC2:itemCellEmpty:6, ic2.itemCellBiomass
IC2:itemCellEmpty:7, ic2.itemCellBiogas
IC2:itemCellEmpty:8, ic2.itemCellWaterElectro
IC2:itemCellEmpty:9, ic2.itemCellCoolant
IC2:itemCellEmpty:10, ic2.itemCellHotCoolant
IC2:itemCellEmpty:11, ic2.itemCellPahoehoelava
IC2:itemCellEmpty:12, ic2.itemCellDistilledWater
IC2:itemCellEmpty:13, ic2.itemCellSuperheatedSteam
IC2:itemCellEmpty:14, ic2.itemCellSteam
IC2:itemTinCan, ic2.itemTinCan.name
IC2:itemTinCanFilled, ic2.itemTinCanFilled.name
IC2:reactorMOXSimple, ic2.reactorMOXSimple.name
IC2:reactorMOXDual, ic2.reactorMOXDual.name
IC2:reactorMOXQuad, ic2.reactorMOXQuad.name
IC2:reactorUraniumSimple, ic2.reactorUraniumSimple.name
IC2:reactorUraniumDual, ic2.reactorUraniumDual.name
IC2:reactorUraniumQuad, ic2.reactorUraniumQuad.name
IC2:reactorMOXSimpledepleted, ic2.reactorMOXSimpledepleted.name
IC2:reactorMOXDualdepleted, ic2.reactorMOXDualdepleted.name
IC2:reactorMOXQuaddepleted, ic2.reactorMOXQuaddepleted.name
IC2:reactorUraniumSimpledepleted, ic2.reactorUraniumSimpledepleted.name
